cluster,weekdayindex,day,hour,time,violationdescription,percent,globalpercent,result,lat_min,long_min,lat_max,long_max
3790,1,Tuesday,16,4:00 P,NO STOP/STANDING,1.0,0.381231672,2.62,34.009125,-118.274205,34.01008863,-118.273996
5299,3,Thursday,12,12:00 ,METER EXP.,1.0,0.120324629,8.31,34.06225629,-118.246296,34.06266,-118.245818
2107,4,Friday,15,3:00 P,METER EXP.,1.0,0.058085335,17.22,34.048982,-118.4389017,34.04931814,-118.43886
1066,3,Thursday,8,8:00 A,NO PARK/STREET CLEAN,0.333333333,0.301252074,1.11,33.98722712,-118.3244679,33.990941,-118.320356
6022,0,Monday,3,3:00 A,WHITE ZONE,0.5,0.021148036,23.64,34.05482927,-118.2705295,34.05482927,-118.2705295
313,4,Friday,8,8:00 A,PARKED ON SIDEWALK,1.0,0.089041096,11.23,33.95946842,-118.4503645,33.96114118,-118.4490279
5848,2,Wednesday,7,7:00 A,NO STOP/STANDING,1.0,0.062893082,15.9,34.046691,-118.248533,34.046691,-118.248533
3655,5,Saturday,8,8:00 A,RED ZONE,1.0,0.079646018,12.56,34.00292216,-118.2727946,34.00504382,-118.271669
3426,2,Wednesday,11,11:00 ,DISPLAY OF PLATES,1.0,0.088339223,11.32,34.165363,-118.3754899,34.16631288,-118.3749143
3211,5,Saturday,16,4:00 P,METER EXP.,1.0,0.089192708,11.21,34.169991,-118.374104,34.169991,-118.374104
1638,3,Thursday,12,12:00 ,STANDNG IN ALLEY,1.0,0.058536585,17.08,34.0543212,-118.4282254,34.05517779,-118.427355
1802,3,Thursday,12,12:00 ,NO PARK/STREET CLEAN,0.875,0.21692563,4.03,34.209346,-118.378013,34.21501333,-118.370325
2595,4,Friday,12,12:00 ,NO STOP/STANDING,1.0,0.027548209,36.3,34.02560706,-118.2776256,34.027101,-118.275639
706,6,Sunday,10,10:00 ,NO STOP/STAND,1.0,0.032967033,30.33,34.219829,-118.595061,34.2219792,-118.592879
5937,1,Tuesday,16,4:00 P,STOP/STAND PROHIBIT,1.0,0.16374269,6.11,34.04794449,-118.2491091,34.04794449,-118.2491091
4699,3,Thursday,12,12:00 ,PARKED OVER TIME LIMIT,1.0,0.15070922,6.64,34.08890775,-118.3379146,34.088909,-118.33743
5791,0,Monday,8,8:00 A,NO PARKING,1.0,0.097841727,10.22,34.04178329,-118.2500893,34.04181701,-118.2500513
5682,1,Tuesday,18,6:00 P,PREFERENTIAL PARKING,1.0,0.192136499,5.2,34.07663429,-118.2559886,34.07663429,-118.2559886
5271,6,Sunday,22,10:00 ,WHITE ZONE,0.2,0.035532995,5.63,34.08160708,-118.3004381,34.08189214,-118.3004368
1531,5,Saturday,9,9:00 A,BLOCKING DRIVEWAY,1.0,0.066176471,15.11,34.07550027,-118.2101353,34.07730843,-118.2072973
2210,2,Wednesday,16,4:00 P,YELLOW ZONE,0.5,0.061320755,8.15,34.04793375,-118.4353084,34.04802535,-118.4352294
1757,3,Thursday,15,3:00 P,EXCEED 72HRS-ST,1.0,0.086956522,11.5,34.201197,-118.3709089,34.20119701,-118.3702919
4477,1,Tuesday,20,8:00 P,PREFERENTIAL PARKING,1.0,0.136498516,7.33,34.08378671,-118.3451497,34.08378671,-118.3451497
4680,2,Wednesday,12,12:00 ,NO PARK/STREET CLEAN,0.4,0.207622869,1.93,34.10769039,-118.285818,34.108605,-118.2852373
1662,3,Thursday,16,4:00 P,NO STOPPING/ANTI-GRIDLOCK ZONE,1.0,0.462184874,2.16,34.22059787,-118.4343864,34.22166289,-118.4324054
1048,4,Friday,6,6:00 A,NO PARKING,1.0,0.033195021,30.12,34.000082,-118.433543,34.002714,-118.4311813
26,0,Monday,14,2:00 P,DISPLAY OF TABS,1.0,0.052845528,18.92,33.985297,-118.3504656,33.98892475,-118.3455219
2865,1,Tuesday,9,9:00 A,DISPLAY OF TABS,1.0,0.05834684,17.14,34.16728829,-118.4649827,34.16728857,-118.4644384
1696,5,Saturday,18,6:00 P,PREFERENTIAL PARKING,0.111111111,0.113636364,0.98,34.040419,-118.444627,34.040419,-118.444627
3544,4,Friday,9,9:00 A,METER EXP.,0.166666667,0.054499821,3.06,34.185671,-118.448714,34.185671,-118.448714
2286,1,Tuesday,7,7:00 A,NO PARK/STREET CLEAN,0.5,0.012082767,41.38,33.98491691,-118.468817,33.98535647,-118.4680944
161,5,Saturday,19,7:00 P,DISPLAY OF TABS,1.0,0.025495751,39.22,34.07029888,-118.2426424,34.07029888,-118.2426424
5991,2,Wednesday,10,10:00 ,NO STOP/STAND,0.5,0.057142857,8.75,34.04701253,-118.2525952,34.04701253,-118.2525952
195,1,Tuesday,9,9:00 A,WHITE CURB,0.25,0.153846154,1.62,33.94521201,-118.4014364,33.94521201,-118.4014364
3216,2,Wednesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.22484119,4.45,34.03747332,-118.3453676,34.03794109,-118.3451776
3796,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.289382269,3.46,34.09987042,-118.3631628,34.09987748,-118.3626968
753,4,Friday,0,12:00 ,PRIVATE PROPERTY,1.0,0.075,13.33,33.9439301,-118.2367478,33.94737784,-118.2346166
1632,3,Thursday,16,4:00 P,NO STOP/STANDING,0.5,0.367688022,1.36,34.22141291,-118.4684153,34.22213456,-118.4677191
448,2,Wednesday,2,2:00 A,RED ZONE,1.0,0.056589147,17.67,34.014162,-118.3427781,34.01429351,-118.342284
1344,0,Monday,13,1:00 P,DISPLAY OF TABS,1.0,0.074186992,13.48,34.0204252,-118.4158163,34.02109762,-118.4152844
3073,1,Tuesday,9,9:00 A,NO PARK/STREET CLEAN,0.375,0.08760006,4.28,34.04431529,-118.3839647,34.04753042,-118.3796183
1476,3,Thursday,12,12:00 ,METER EXP.,1.0,0.120324629,8.31,34.162915,-118.520271,34.16416806,-118.520269
3281,2,Wednesday,8,8:00 A,NO PARK/STREET CLEAN,0.666666667,0.302407222,2.2,34.10690356,-118.3060445,34.107588,-118.3060401
1598,4,Friday,17,5:00 P,OFF STR/OVERTIME/MTR,0.5,0.106382979,4.7,34.0401441,-118.4298941,34.0401441,-118.4298941
1032,1,Tuesday,22,10:00 ,NO PARKING,0.5,0.060483871,8.27,34.26723088,-118.4217269,34.268895,-118.4169872
5197,6,Sunday,16,4:00 P,DOUBLE PARKING,1.0,0.048780488,20.5,34.09277876,-118.3121003,34.094794,-118.3105463
4945,5,Saturday,23,11:00 ,PREFERENTIAL PARKING,0.5,0.040669856,12.29,34.104151,-118.336149,34.104151,-118.336149
3292,1,Tuesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242712581,4.12,34.19226332,-118.4465352,34.19302764,-118.4431613
1030,2,Wednesday,14,2:00 P,METER EXP.,0.5,0.103013315,4.85,34.161114,-118.511552,34.161114,-118.511552
1973,1,Tuesday,14,2:00 P,PARKED OVER TIME LIMIT,1.0,0.11829436,8.45,34.045341,-118.44743,34.045341,-118.44743
6325,4,Friday,5,5:00 A,RED ZONE,1.0,0.041118421,24.32,34.05839339,-118.2687264,34.05839733,-118.2687176
1249,4,Friday,15,3:00 P,RED ZONE,1.0,0.026315789,38.0,34.06078681,-118.4452854,34.06078752,-118.445223
1593,2,Wednesday,1,1:00 A,RED ZONE,1.0,0.06124031,16.33,34.23763092,-118.4480627,34.239024,-118.448061
1567,3,Thursday,18,6:00 P,OFF STR/OVERTIME/MTR,0.25,0.058823529,4.25,34.07310613,-118.2169269,34.07310613,-118.2169269
256,4,Friday,10,10:00 ,PARKED ON SIDEWALK,1.0,0.095890411,10.43,34.08548673,-118.1807201,34.09064308,-118.1722107
5982,2,Wednesday,16,4:00 P,NO STOP/STANDING,1.0,0.336477987,2.97,34.04722778,-118.2532183,34.04722778,-118.2532183
3573,1,Tuesday,12,12:00 ,METER EXP.,0.333333333,0.128044972,2.6,34.160769,-118.372134,34.160769,-118.372134
568,2,Wednesday,21,9:00 P,NO PARKING,1.0,0.023943662,41.76,34.3064365,-118.4323605,34.3090452,-118.4304899
4680,2,Wednesday,12,12:00 ,METER EXP.,1.0,0.128941836,7.76,34.10769039,-118.285818,34.108605,-118.2852373
302,0,Monday,12,12:00 ,DISPLAY OF TABS,1.0,0.12195122,8.2,34.05075077,-118.4806544,34.05075077,-118.4806544
3449,1,Tuesday,22,10:00 ,STANDNG IN ALLEY,1.0,0.070588235,14.17,34.073011,-118.373141,34.073011,-118.373141
5933,3,Thursday,11,11:00 ,METER EXP.,1.0,0.139026112,7.19,34.04675929,-118.2468516,34.04675929,-118.2468516
3146,4,Friday,23,11:00 ,RED ZONE,1.0,0.017269737,57.9,34.013218,-118.2935285,34.015488,-118.2919512
4136,0,Monday,8,8:00 A,PARKED ON SIDEWALK,1.0,0.041666667,24.0,34.04328451,-118.352869,34.044041,-118.3516295
1454,3,Thursday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242419671,4.13,34.23912033,-118.5351113,34.23912063,-118.5345291
5868,4,Friday,9,9:00 A,NO PARKING,1.0,0.05670816,17.63,34.047968,-118.255976,34.047968,-118.255976
1778,3,Thursday,7,7:00 A,NO PARK/STREET CLEAN,0.25,0.006637502,37.66,34.01767,-118.3172124,34.02281274,-118.3113459
81,0,Monday,2,2:00 A,RED ZONE,0.333333333,0.068016194,4.9,33.77650722,-118.2744274,33.77961972,-118.2688387
2869,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.275908479,3.62,34.07212659,-118.3810294,34.07234642,-118.3808092
1610,3,Thursday,16,4:00 P,DISPLAY OF PLATES,1.0,0.063032368,15.86,34.03923277,-118.4303458,34.03923277,-118.4303458
4038,4,Friday,12,12:00 ,METER EXP.,1.0,0.130154177,7.68,34.07271296,-118.323529,34.07275172,-118.3235289
1285,4,Friday,4,4:00 A,NO PARK/STREET CLEAN,1.0,0.015102888,66.21,34.062396,-118.204974,34.062396,-118.204974
3769,1,Tuesday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.245431204,4.07,34.05063157,-118.3638763,34.05096338,-118.363498
5867,2,Wednesday,8,8:00 A,RED ZONE,0.5,0.026356589,18.97,34.04195086,-118.2554827,34.04195086,-118.2554827
2563,6,Sunday,3,3:00 A,18 IN/CURB/COMM VEH,1.0,0.25,4.0,34.02258,-118.3262744,34.02645932,-118.322393
5504,3,Thursday,19,7:00 P,METER EXP.,0.166666667,0.065631616,2.54,34.036571,-118.264277,34.036571,-118.264277
5513,2,Wednesday,11,11:00 ,RED ZONE,0.5,0.098449612,5.08,34.037195,-118.265382,34.037195,-118.265382
3700,0,Monday,8,8:00 A,NO PARK/STREET CLEAN,0.5,0.275908479,1.81,33.98972087,-118.2842154,33.9914605,-118.2826656
1809,2,Wednesday,7,7:00 A,DISPLAY OF TABS,1.0,0.032198712,31.06,34.05073156,-118.2123542,34.05123784,-118.2120303
6294,2,Wednesday,6,6:00 A,PARKED IN PARKWAY,1.0,0.073529412,13.6,34.05886106,-118.2928848,34.05927331,-118.2928838
1818,1,Tuesday,18,6:00 P,RED ZONE,1.0,0.017857143,56.0,34.21026802,-118.4530795,34.21026954,-118.4513125
5610,2,Wednesday,1,1:00 A,NO PARK/STREET CLEAN,1.0,0.006018054,166.17,34.04596357,-118.2395699,34.04611,-118.239561
4184,4,Friday,11,11:00 ,NO PARK/STREET CLEAN,0.875,0.063809704,13.71,34.08460805,-118.2852462,34.08460927,-118.2849567
1268,6,Sunday,18,6:00 P,RED ZONE,0.5,0.030503979,16.39,34.20838534,-118.5374162,34.21423755,-118.536059
78,0,Monday,9,9:00 A,NO PARK/STREET CLEAN,1.0,0.104018458,9.61,33.78225949,-118.2744382,33.78342989,-118.2718748
372,4,Friday,11,11:00 ,NO PARK/STREET CLEAN,0.75,0.063809704,11.75,34.10189073,-118.248024,34.10262243,-118.2458181
1456,2,Wednesday,11,11:00 ,YELLOW ZONE,1.0,0.179245283,5.58,34.0339,-118.444664,34.0339,-118.444664
3426,1,Tuesday,10,10:00 ,DISABLED PARKING/NO DP ID,1.0,0.101449275,9.86,34.165363,-118.3754899,34.16631288,-118.3749143
5810,3,Thursday,12,12:00 ,RED ZONE,1.0,0.107958478,9.26,34.041908,-118.255417,34.041908,-118.255417
2812,4,Friday,13,1:00 P,NO PARK/STREET CLEAN,0.25,0.023409477,10.68,34.164869,-118.4011062,34.16486922,-118.4005352
1646,4,Friday,19,7:00 P,PREFERENTIAL PARKING,1.0,0.092153285,10.85,34.03868355,-118.44313,34.03868355,-118.44313
1396,5,Saturday,13,1:00 P,NO PARKING,0.75,0.023715415,31.63,34.168858,-118.540642,34.168858,-118.540642
1358,0,Monday,21,9:00 P,RED ZONE,1.0,0.023481781,42.59,34.17712609,-118.539727,34.17714078,-118.5386851
6292,2,Wednesday,9,9:00 A,NO PARK/STREET CLEAN,1.0,0.09144099,10.94,34.065389,-118.299202,34.065389,-118.299202
3932,4,Friday,19,7:00 P,STOP/STAND PROHIBIT,1.0,0.02259887,44.25,34.0387056,-118.23281,34.03924521,-118.2320949
1268,5,Saturday,18,6:00 P,FIRE HYDRANT,1.0,0.034090909,29.33,34.20838534,-118.5374162,34.21423755,-118.536059
5649,0,Monday,12,12:00 ,RED ZONE,1.0,0.08582996,11.65,34.045843,-118.243002,34.045843,-118.243002
3924,2,Wednesday,10,10:00 ,GREEN ZONE,1.0,0.333333333,3.0,34.04518267,-118.2360162,34.045336,-118.2357472
3473,4,Friday,1,1:00 A,RED ZONE,0.5,0.072368421,6.91,34.05358562,-118.3220268,34.05564857,-118.3195128
5401,3,Thursday,3,3:00 A,DISPLAY OF TABS,1.0,0.02003643,49.91,34.0792712,-118.2547022,34.07974584,-118.2540172
6079,3,Thursday,15,3:00 P,EXCEED 72HRS-ST,1.0,0.086956522,11.5,34.06643648,-118.2810196,34.06653957,-118.2809537
1060,3,Thursday,2,2:00 A,NO PARKING,1.0,0.108219178,9.24,34.03328,-118.46146,34.03329336,-118.4614435
5159,2,Wednesday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.207622869,4.82,34.09580286,-118.2961164,34.09614613,-118.2961158
2172,3,Thursday,5,5:00 A,PREFERENTIAL PARKING,1.0,0.0063593,157.25,34.05049004,-118.4333862,34.0505092,-118.4333696
5476,0,Monday,12,12:00 ,PARKED OVER TIME LIMIT,1.0,0.135084428,7.4,34.04703472,-118.2660497,34.04703472,-118.2660497
2573,6,Sunday,1,1:00 A,PARKED ON SIDEWALK,1.0,0.090909091,11.0,34.16423547,-118.3921282,34.16514985,-118.3910779
1578,1,Tuesday,12,12:00 ,METER EXP.,1.0,0.128044972,7.81,34.04268275,-118.422855,34.042964,-118.4226251
1868,3,Thursday,4,4:00 A,RED ZONE,1.0,0.032525952,30.74,34.04911543,-118.206101,34.049452,-118.2053367
3962,2,Wednesday,23,11:00 ,STANDNG IN ALLEY,1.0,0.029787234,33.57,34.08612021,-118.3091565,34.08612021,-118.3091565
2213,4,Friday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.262979045,3.8,34.017407,-118.2006697,34.02078972,-118.1932119
1106,0,Monday,1,1:00 A,RED ZONE,1.0,0.08097166,12.35,33.99691254,-118.4360765,33.99762031,-118.435686
309,2,Wednesday,11,11:00 ,NO PARK/STREET CLEAN,0.066666667,0.073219659,0.91,33.97960453,-118.4382806,33.98190256,-118.4330793
25,3,Thursday,12,12:00 ,METER EXP.,0.5,0.120324629,4.16,33.78139226,-118.2809759,33.78139226,-118.2809759
5538,1,Tuesday,15,3:00 P,METER EXP.,0.333333333,0.080574641,4.14,34.03772016,-118.2667967,34.03772016,-118.2667967
4975,4,Friday,12,12:00 ,PARKED OVER TIME LIMIT,1.0,0.162878788,6.14,34.09738001,-118.331011,34.09747811,-118.3310106
2488,5,Saturday,22,10:00 ,NO PARKING,1.0,0.051383399,19.46,34.13907973,-118.3754918,34.13907973,-118.3754918
5937,1,Tuesday,11,11:00 ,METER EXP.,1.0,0.129606496,7.72,34.04794449,-118.2491091,34.04794449,-118.2491091
4330,4,Friday,18,6:00 P,PREFERENTIAL PARKING,0.5,0.176094891,2.84,34.0605307,-118.3450896,34.0605307,-118.3450896
6306,1,Tuesday,9,9:00 A,METER EXP.,0.666666667,0.047470331,14.04,34.062433,-118.281324,34.062433,-118.281324
1544,4,Friday,9,9:00 A,DISPLAY OF TABS,1.0,0.053145336,18.82,34.06222228,-118.2127782,34.06253936,-118.2127727
2879,0,Monday,8,8:00 A,YELLOW ZONE,1.0,0.062146893,16.09,34.03545957,-118.2018681,34.03619629,-118.201219
3811,1,Tuesday,16,4:00 P,PREFERENTIAL PARKING,0.5,0.024480712,20.42,34.06147891,-118.3671001,34.06255969,-118.3660074
2716,2,Wednesday,18,6:00 P,BLOCKING DRIVEWAY,1.0,0.045454545,22.0,34.0305568,-118.232233,34.03148504,-118.2316178
696,2,Wednesday,10,10:00 ,DISPLAY OF TABS,1.0,0.088316467,11.32,33.94723269,-118.2418769,33.948168,-118.2407724
1424,3,Thursday,17,5:00 P,DISPLAY OF TABS,0.5,0.033697632,14.84,34.0275801,-118.4013343,34.02877714,-118.4005909
4609,1,Tuesday,10,10:00 ,METER EXP.,0.166666667,0.084009994,1.98,34.099529,-118.28918,34.099529,-118.28918
4461,2,Wednesday,18,6:00 P,PREFERENTIAL PARKING,0.4,0.200320513,2.0,34.083713,-118.3451496,34.083713,-118.3451496
151,1,Tuesday,13,1:00 P,EXCEED 72HRS-ST,1.0,0.117021277,8.55,34.31795861,-118.4822641,34.3232242,-118.4625517
5452,4,Friday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.219369454,4.56,34.05417143,-118.2767788,34.05437464,-118.276659
3660,0,Monday,8,8:00 A,PARKED IN PARKWAY,1.0,0.106060606,9.43,34.05154,-118.3831527,34.0520355,-118.382967
5966,0,Monday,15,3:00 P,DISPLAY OF TABS,1.0,0.038617886,25.89,34.047345,-118.253109,34.047345,-118.253109
3739,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,0.5,0.289382269,1.73,33.96109432,-118.2861721,33.96109962,-118.2854275
648,6,Sunday,8,8:00 A,BLOCKING DRIVEWAY,1.0,0.042735043,23.4,34.24999524,-118.4170042,34.251945,-118.412943
730,3,Thursday,9,9:00 A,NO PARK/STREET CLEAN,1.0,0.111781566,8.95,33.94235557,-118.24123,33.94264752,-118.2396396
540,3,Thursday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.21692563,4.61,34.00999329,-118.254278,34.012796,-118.2529797
1915,3,Thursday,4,4:00 A,DISPLAY OF TABS,1.0,0.014571949,68.62,33.998866,-118.462723,34.00098064,-118.4612526
2628,0,Monday,9,9:00 A,NO PARK/STREET CLEAN,0.166666667,0.104018458,1.6,34.19195418,-118.433439,34.19797126,-118.4305381
896,0,Monday,6,6:00 A,STANDNG IN ALLEY,0.333333333,0.038647343,8.62,33.99473918,-118.4090091,33.99498172,-118.4086348
2341,0,Monday,15,3:00 P,METER EXP.,0.5,0.058005562,8.62,33.984246,-118.471359,33.984246,-118.471359
4526,0,Monday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.247836954,4.03,34.08366106,-118.3462197,34.08380751,-118.3462194
5667,3,Thursday,10,10:00 ,RED ZONE,1.0,0.074740484,13.38,34.037525,-118.2516303,34.038081,-118.251138
1523,2,Wednesday,3,3:00 A,RED ZONE,1.0,0.048837209,20.48,34.065982,-118.2154627,34.06642372,-118.2152908
158,3,Thursday,12,12:00 ,METER EXP.,0.25,0.120324629,2.08,34.118657,-118.260345,34.118657,-118.260345
5520,4,Friday,19,7:00 P,METER EXP.,0.333333333,0.048762997,6.84,34.035885,-118.264829,34.035885,-118.264829
4290,1,Tuesday,10,10:00 ,DISPLAY OF PLATES,1.0,0.076190476,13.13,34.05321158,-118.3661833,34.05360549,-118.365926
3550,0,Monday,16,4:00 P,DISPLAY OF PLATES,1.0,0.052060738,19.21,34.162975,-118.373469,34.162975,-118.373469
1355,1,Tuesday,12,12:00 ,YELLOW ZONE,1.0,0.148148148,6.75,34.019077,-118.4086678,34.019985,-118.4074076
3103,2,Wednesday,12,12:00 ,METER EXP.,0.25,0.128941836,1.94,34.025325,-118.283925,34.025325,-118.283925
1680,4,Friday,12,12:00 ,NO PARK/STREET CLEAN,1.0,0.219369454,4.56,34.06041962,-118.4355248,34.06041962,-118.4355248
4739,1,Tuesday,10,10:00 ,PARKED ON SIDEWALK,1.0,0.075949367,13.17,34.10048945,-118.3138874,34.10218351,-118.313625
5971,4,Friday,10,10:00 ,RED ZONE,1.0,0.083881579,11.92,34.0481531,-118.2543576,34.0481531,-118.2543576
4015,6,Sunday,8,8:00 A,RED ZONE,1.0,0.098143236,10.19,34.00456416,-118.288967,34.00660128,-118.2860778
53,3,Thursday,4,4:00 A,STNDNG IN ALLEY,1.0,0.2,5.0,33.78189623,-118.2596187,33.78362426,-118.2580933
3600,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.289382269,3.46,34.05527426,-118.3805051,34.05577713,-118.380476
3915,4,Friday,22,10:00 ,RED ZONE,1.0,0.013980263,71.53,34.07828374,-118.3122302,34.07828684,-118.3113931
2292,4,Friday,21,9:00 P,NO PARKING,1.0,0.027662517,36.15,34.02338549,-118.1995187,34.02450296,-118.1973943
481,4,Friday,18,6:00 P,METER EXP.,1.0,0.042309071,23.64,34.16730661,-118.6192612,34.167461,-118.61877
2222,0,Monday,9,9:00 A,NO PARK/STREET CLEAN,1.0,0.104018458,9.61,34.03571878,-118.3892528,34.03596215,-118.389034
844,6,Sunday,7,7:00 A,RED ZONE,1.0,0.043766578,22.85,33.95833906,-118.261963,33.9592432,-118.2600937
5089,2,Wednesday,8,8:00 A,NO PARK/STREET CLEAN,0.666666667,0.302407222,2.2,34.06532474,-118.3157772,34.065325,-118.3141963
6064,6,Sunday,2,2:00 A,NO PARKING,0.5,0.228301887,2.19,34.043942,-118.279957,34.043942,-118.279957
1394,3,Thursday,5,5:00 A,RED ZONE,1.0,0.023529412,42.5,34.2181115,-118.5360761,34.218674,-118.5360751
1084,1,Tuesday,11,11:00 ,EXCEED 72HRS-ST,1.0,0.196808511,5.08,34.0757021,-118.2055989,34.07656124,-118.2027742
794,4,Friday,11,11:00 ,NO PARK/STREET CLEAN,0.333333333,0.063809704,5.22,34.01744886,-118.2603236,34.018969,-118.256841
3239,2,Wednesday,13,1:00 P,PREFERENTIAL PARKING,0.333333333,0.03125,10.67,34.083606,-118.375272,34.083606,-118.375272
6335,1,Tuesday,1,1:00 A,PARKED IN CROSSWALK,1.0,0.130434783,7.67,34.061291,-118.263707,34.061291,-118.263707
3914,1,Tuesday,12,12:00 ,NO PARKING,1.0,0.079301075,12.61,34.04132327,-118.2349946,34.04141761,-118.234978
1314,0,Monday,0,12:00 ,SAFETY ZONE/CURB,1.0,0.083333333,12.0,34.07041328,-118.453228,34.07053,-118.4531463
1822,2,Wednesday,10,10:00 ,EXCEED 72HRS-ST,1.0,0.165048544,6.06,34.23661176,-118.466043,34.23828284,-118.4654229
4673,1,Tuesday,10,10:00 ,NO PARK/STREET CLEAN,1.0,0.242712581,4.12,34.09376013,-118.3167735,34.09384617,-118.3157467
2050,1,Tuesday,9,9:00 A,PREFERENTIAL PARKING,1.0,0.018545994,53.92,34.058944,-118.4388823,34.05986592,-118.4368297
710,2,Wednesday,7,7:00 A,NO PARK/STREET CLEAN,0.5,0.010364427,48.24,33.94080041,-118.2564878,33.94188179,-118.253015
5866,1,Tuesday,2,2:00 A,NO PARKING,1.0,0.092741935,10.78,34.04195943,-118.2554959,34.04195943,-118.2554959
3511,1,Tuesday,13,1:00 P,DISPLAY OF TABS,0.5,0.069692058,7.17,34.180939,-118.446528,34.180939,-118.446528
4583,3,Thursday,6,6:00 A,DISPLAY OF TABS,1.0,0.020947177,47.74,34.07669049,-118.3542526,34.07698906,-118.3542521
294,4,Friday,22,10:00 ,NO PARKING,1.0,0.076071923,13.15,33.951993,-118.446548,33.951993,-118.446548
136,2,Wednesday,13,1:00 P,NO STOP/STAND,1.0,0.045714286,21.87,34.04556195,-118.5252372,34.045595,-118.525105
2908,1,Tuesday,3,3:00 A,OVNIGHT PRK W/OUT PE,0.5,0.22,2.27,34.03814306,-118.3027745,34.04300724,-118.300308
5578,4,Friday,11,11:00 ,METER EXP.,1.0,0.150233058,6.66,34.046438,-118.244678,34.046438,-118.244678
3700,6,Sunday,2,2:00 A,BLOCKING DRIVEWAY,1.0,0.017094017,58.5,33.98972087,-118.2842154,33.9914605,-118.2826656
1610,1,Tuesday,20,8:00 P,WHITE ZONE,0.5,0.046195652,10.82,34.03923277,-118.4303458,34.03923277,-118.4303458
5838,2,Wednesday,2,2:00 A,NO PARKING,1.0,0.105633803,9.47,34.04681382,-118.2487254,34.04681382,-118.2487254
5827,2,Wednesday,12,12:00 ,RED ZONE,0.166666667,0.096124031,1.73,34.045849,-118.257926,34.045849,-118.257926
2783,3,Thursday,1,1:00 A,RED ZONE,0.5,0.079584775,6.28,34.04280943,-118.1993332,34.044336,-118.1966564
5534,4,Friday,18,6:00 P,18 IN. CURB/2 WAY,1.0,0.026785714,37.33,34.052395,-118.246677,34.052395,-118.246677
1765,0,Monday,22,10:00 ,RED ZONE,1.0,0.017813765,56.14,34.24292358,-118.4509288,34.24436438,-118.4502379
3759,3,Thursday,7,7:00 A,WHITE ZONE,1.0,0.034759358,28.77,34.002014,-118.2741513,34.00363995,-118.2735829
5931,0,Monday,15,3:00 P,NO STOP/STANDING,1.0,0.066091954,15.13,34.042328,-118.256061,34.042328,-118.256061
1219,0,Monday,8,8:00 A,DISPLAY OF TABS,1.0,0.089430894,11.18,34.24638,-118.5360901,34.24698989,-118.53609
5225,2,Wednesday,1,1:00 A,RED ZONE,1.0,0.06124031,16.33,34.09110614,-118.3079858,34.09130845,-118.3071564
2852,3,Thursday,21,9:00 P,DISPLAY OF PLATES,1.0,0.017035775,58.7,34.18486,-118.387777,34.18486,-118.387777
3239,3,Thursday,11,11:00 ,METER EXP.,1.0,0.139026112,7.19,34.083606,-118.375272,34.083606,-118.375272
3142,1,Tuesday,8,8:00 A,NO PARK/STREET CLEAN,1.0,0.289382269,3.46,34.10302,-118.3204025,34.10302,-118.3204025
4516,1,Tuesday,13,1:00 P,NO PARK/STREET CLEAN,0.333333333,0.040326235,8.27,34.09621119,-118.3517389,34.09722967,-118.3517349
890,6,Sunday,6,6:00 A,DISPLAY OF PLATES,1.0,0.014285714,70.0,34.24823242,-118.4344265,34.25029478,-118.4311603
3985,3,Thursday,8,8:00 A,DISPLAY OF TABS,1.0,0.107468124,9.31,34.06641924,-118.339676,34.066899,-118.339675
2574,4,Friday,12,12:00 ,OFF STR/OVERTIME/MTR,0.285714286,0.063829787,4.48,34.15266467,-118.4663867,34.15266467,-118.4663867
4015,2,Wednesday,11,11:00 ,RED ZONE,0.5,0.098449612,5.08,34.00456416,-118.288967,34.00660128,-118.2860778
5558,0,Monday,14,2:00 P,METER EXP.,1.0,0.094954311,10.53,34.0335426,-118.2530676,34.03357388,-118.2530048
598,1,Tuesday,16,4:00 P,METER EXP.,1.0,0.076202374,13.12,34.12125174,-118.205756,34.12126004,-118.2057126
3435,5,Saturday,21,9:00 P,PREFERENTIAL PARKING,0.5,0.063397129,7.89,34.07086833,-118.3633504,34.07096694,-118.3624813
2140,4,Friday,11,11:00 ,DISPLAY OF TABS,1.0,0.125813449,7.95,34.04869966,-118.4451949,34.04869966,-118.4451949
4861,5,Saturday,9,9:00 A,DISPLAY OF PLATES,1.0,0.054298643,18.42,34.10393904,-118.3288002,34.10397973,-118.3281767
2315,0,Monday,12,12:00 ,DISPLAY OF TABS,1.0,0.12195122,8.2,33.98994053,-118.3138401,33.9909675,-118.3102468
